sentence_id,source_file,tokens,text,cluster,cluster_label_auto
718,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['nombre', 'tirailleurs', 'spahis', 'portent', 'sur', 'crâne', 'sur', 'épaule', 'traces', 'profondes', 'coups', 'griffes', 'panthère', 'reçus', 'nuit', 'dans', 'ces', 'luttes', 'sortis', 'victorieux']",nombre tirailleurs spahis portent sur crâne sur épaule traces profondes coups griffes panthère reçus nuit dans ces luttes sortis victorieux,4,sur / rive / pour
719,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['bien', 'souvent', 'camp', 'etre', 'mis', 'émoi', 'par', 'coup', 'feu', 'isolé', 'retentissant', 'aux', 'avancées', 'etre', 'dirigé', 'sur', 'deux', 'yeux', 'brillants', 'dans', 'ombre', 'comme', 'tisons', 'ardents']",bien souvent camp etre mis émoi par coup feu isolé retentissant aux avancées etre dirigé sur deux yeux brillants dans ombre comme tisons ardents,2,par / dans / leur
720,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['autre', 'fois', 'petit', 'poste', 'tout', 'entier', 'prend', 'armes']",autre fois petit poste tout entier prend armes,0,pour / dans / ces
721,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['rangé', 'bataille', 'fait', 'feu', 'salve', 'sur', 'lion', 'attend', 'moment', 'favorable', 'pour', 'élancer', 'sur', 'proie', 'guette', 'assistâmes', 'jour', 'ces', 'specta', 'cles', 'souvenir', 'grave', 'dans', 'esprit', 'manière', 'inoubliable']",rangé bataille fait feu salve sur lion attend moment favorable pour élancer sur proie guette assistâmes jour ces specta cles souvenir grave dans esprit manière inoubliable,4,sur / rive / pour
722,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['était', 'dans', 'nuit', 'janvier', 'camp', 'toukolo']",était dans nuit janvier camp toukolo,0,pour / dans / ces
723,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['température', 'était', 'descendue', 'dix', 'degrés', 'centigrades', 'après', 'fortes', 'chaleurs', 'jour', 'éprouvait', 'sensation', 'froid', 'intense']",température était descendue dix degrés centigrades après fortes chaleurs jour éprouvait sensation froid intense,0,pour / dans / ces
724,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['fut', 'tué', 'cette', 'manière', 'par', 'poste', 'avancé', 'goulmy']",fut tué cette manière par poste avancé goulmy,2,par / dans / leur
725,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['autre', 'lion', 'fut', 'tué', 'dans', 'mêmes', 'circon', 'stances']",autre lion fut tué dans mêmes circon stances,0,pour / dans / ces
726,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['goutioubé', 'par', 'hommes', 'composant', 'escorte']",goutioubé par hommes composant escorte,2,par / dans / leur
727,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['tout', 'autour', 'dans', 'intérieur', 'camp', 'étaient', 'allumés', 'grands', 'feux', 'reflets', 'éclairaient', 'lueur', 'rougeâtre', 'feuillage', 'arbres', 'silhouettes', 'sentinelles']",tout autour dans intérieur camp étaient allumés grands feux reflets éclairaient lueur rougeâtre feuillage arbres silhouettes sentinelles,0,pour / dans / ces
728,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['auprès', 'ces', 'feux', 'ressemblant', 'autant', 'fantômes', 'étaient', 'allongés', 'soldats', 'corps', 'roulé', 'dans', 'leur', 'toile', 'tente']",auprès ces feux ressemblant autant fantômes étaient allongés soldats corps roulé dans leur toile tente,0,pour / dans / ces
729,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['environ', 'deux', 'cents', 'femmes', 'tout', 'âge', 'liberté', 'venait', 'rendue', 'ayant', 'pour', 'tout', 'vêtement', 'haillons', 'frissonnant', 'froid', 'toussant', 'faire', 'pitié', 'tenaient', 'accroupies', 'devant', 'quelques', 'feux', 'pressant', 'contre', 'leur', 'sein', 'pour', 'réchauffer', 'malheureux', 'enfants', 'successive', 'ment', 'présentaient', 'aux', 'tisons', 'demi', 'éteints', 'leurs', 'membres', 'glacés', 'par', 'fraîcheur', 'nuit']",environ deux cents femmes tout âge liberté venait rendue ayant pour tout vêtement haillons frissonnant froid toussant faire pitié tenaient accroupies devant quelques feux pressant contre leur sein pour réchauffer malheureux enfants successive ment présentaient aux tisons demi éteints leurs membres glacés par fraîcheur nuit,0,pour / dans / ces
730,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['non', 'loin', 'deux', 'chevaux', 'arabes', 'matin', 'superbes', 'vigueur', 'venaient', 'frappés', 'comme', 'coup', 'foudre', 'par', 'cette', 'maladie', 'caractère', 'encore', 'mal', 'défini', 'dans', 'haut', 'sénégal', 'enlève', 'quelques', 'heures', 'sujets', 'plus', 'robustes', 'étaient', 'étendus', 'flancs', 'agités', 'semblant', 'dans', 'râle', 'mort', 'implorer', 'secours', 'leurs', 'maîtres']",non loin deux chevaux arabes matin superbes vigueur venaient frappés comme coup foudre par cette maladie caractère encore mal défini dans haut sénégal enlève quelques heures sujets plus robustes étaient étendus flancs agités semblant dans râle mort implorer secours leurs maîtres,3,dans / plus / soudan
731,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['entrée', 'nuit', 'troupeau', 'vingtaine', 'hippopotames', 'était', 'approché', 'feux', 'pressé', 'par', 'curiosité', 'chasseurs', 'indigènes', 'attri', 'buent', 'aux', 'animaux', 'cette', 'espèce', 'mettent', 'profit', 'pour', 'faire', 'tomber', 'dans', 'leurs', 'pièges', 'puis', 'appel', 'alarme', 'leurs', 'tous', 'ensemble', 'poussant', 'hennissement', 'formidable', 'retentit', 'dans', 'silence', 'nuit', 'comme', 'son', 'bruyant', 'trompe', 'masses', 'monstrueuses', 'précipitèrent', 'avec', 'fracas', 'vers', 'fleuve', 'renversant', 'écrasant', 'tout', 'trouvait', 'sur', 'leur', 'passage']",entrée nuit troupeau vingtaine hippopotames était approché feux pressé par curiosité chasseurs indigènes attri buent aux animaux cette espèce mettent profit pour faire tomber dans leurs pièges puis appel alarme leurs tous ensemble poussant hennissement formidable retentit dans silence nuit comme son bruyant trompe masses monstrueuses précipitèrent avec fracas vers fleuve renversant écrasant tout trouvait sur leur passage,4,sur / rive / pour
732,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['vers', 'minuit', 'éclate', 'soudain', 'rugissement', 'effroyable', 'semble', 'surgir', 'milieu', 'camp']",vers minuit éclate soudain rugissement effroyable semble surgir milieu camp,0,pour / dans / ces
733,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['dans', 'lointain', 'sur', 'plusieurs', 'points', 'autres', 'rugissements', 'lui', 'répondent']",dans lointain sur plusieurs points autres rugissements lui répondent,4,sur / rive / pour
734,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['signal', 'vacarme', 'épouvantable', 'produit', 'par', 'mille', 'cris', 'ani', 'maux', 'par', 'clameurs', 'aiguës', 'discordantes', 'cinq', 'six', 'cents', 'auxiliaires', 'chargés', 'garde', 'troupeau', 'cherchent', 'chasser', 'lions', 'aperçoit', 'rôdant', 'autour', 'camp']",signal vacarme épouvantable produit par mille cris ani maux par clameurs aiguës discordantes cinq six cents auxiliaires chargés garde troupeau cherchent chasser lions aperçoit rôdant autour camp,2,par / dans / leur
735,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['toute', 'nuit', 'dura', 'ronde', 'funèbre', 'ces', 'animaux', 'féroces', 'tournant', 'retournant', 'sans', 'cesse', 'autour', 'camp', 'toute', 'nuit', 'dura', 'sabbat', 'infernal', 'grandissant', 'affaiblis', 'sant', 'suivant', 'degré', 'violence', 'rugissements', 'dans', 'intermittence', 'cris', 'faisait', 'entendre', 'chœur', 'plaintif', 'formé', 'sanglots', 'gémisse', 'ments', 'étouffés', 'esclaves', 'râlement', 'chevaux', 'expirants']",toute nuit dura ronde funèbre ces animaux féroces tournant retournant sans cesse autour camp toute nuit dura sabbat infernal grandissant affaiblis sant suivant degré violence rugissements dans intermittence cris faisait entendre chœur plaintif formé sanglots gémisse ments étouffés esclaves râlement chevaux expirants,0,pour / dans / ces
736,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['telle', 'avec', 'ses', 'émotions', 'diverses', 'existence', 'soldat', 'dans', 'ces', 'expéditions', 'haut', 'sénégal', 'vie', 'dures', 'fatigues', 'luttes', 'perpétuelles', 'contre', 'obstacles', 'lui', 'oppose', 'nature', 'contre', 'ennemis', 'toute', 'sorte', 'combattre']",telle avec ses émotions diverses existence soldat dans ces expéditions haut sénégal vie dures fatigues luttes perpétuelles contre obstacles lui oppose nature contre ennemis toute sorte combattre,5,ses / son / lui
737,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['tout', 'semble', 'liguer', 'pour', 'contribuer', 'rendre', 'ses', 'souffrances', 'plus', 'amères', 'affaiblir', 'son', 'moral', 'épuiser', 'ses', 'forces', 'comme', 'son', 'sang', 'écoulait', 'goutte', 'goutte', 'éteignent', 'insensiblement']",tout semble liguer pour contribuer rendre ses souffrances plus amères affaiblir son moral épuiser ses forces comme son sang écoulait goutte goutte éteignent insensiblement,5,ses / son / lui
738,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['rien', 'effet', 'lui', 'rappelle', 'patrie', 'absente']",rien effet lui rappelle patrie absente,5,ses / son / lui
739,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['rien', 'donne', 'cœur', 'cette', 'excitation', 'passagère', 'autres', 'pays', 'double', 'force', 'rend', 'labeur', 'plus', 'léger', 'étape', 'moins', 'pénible']",rien donne cœur cette excitation passagère autres pays double force rend labeur plus léger étape moins pénible,0,pour / dans / ces
740,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['sur', 'cette', 'terre', 'foule', 'aux', 'pieds', 'taciturne', 'esprit', 'sans', 'cesse', 'assailli', 'par', 'sombres', 'pressen', 'timents', 'rencontre', 'visages', 'hostiles', 'voit', 'espaces', 'dépeuplés', 'désolés', 'stériles', 'par']",sur cette terre foule aux pieds taciturne esprit sans cesse assailli par sombres pressen timents rencontre visages hostiles voit espaces dépeuplés désolés stériles par,2,par / dans / leur
741,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['tout', 'ces', 'mêmes', 'herbages', 'jaunis', 'fanés', 'sucs', 'contiennent', 'souvent', 'poisons', 'mortels', 'existe', 'dans', 'haut', 'sénégal', 'nombreuses', 'variétés', 'herbes', 'plantes', 'contiennent', 'sucs', 'vénéneux']",tout ces mêmes herbages jaunis fanés sucs contiennent souvent poisons mortels existe dans haut sénégal nombreuses variétés herbes plantes contiennent sucs vénéneux,3,dans / plus / soudan
742,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['seul', 'convoi', 'mulets', 'perdit', 'dans', 'nuit', 'trois', 'ces', 'animaux', 'empoisonnés', 'par', 'ces', 'herbages']",seul convoi mulets perdit dans nuit trois ces animaux empoisonnés par ces herbages,2,par / dans / leur
743,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['comme', 'forêts', 'presque', 'partout', 'arbustes', 'épi', 'neux', 'bas', 'dépouillés', 'feuilles', 'bocages', 'jardins', 'fleurs', 'sur', 'lesquels', 'puisse', 'réposer', 'regards']",comme forêts presque partout arbustes épi neux bas dépouillés feuilles bocages jardins fleurs sur lesquels puisse réposer regards,4,sur / rive / pour
744,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['jamais', 'ramages', 'oiseaux', 'char', 'ment', 'passage', 'causent', 'moments', 'douce', 'joie']",jamais ramages oiseaux char ment passage causent moments douce joie,0,pour / dans / ces
745,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['dans', 'cette', 'atmosphère', 'brûlante', 'soif', 'besoin', 'chaque', 'instant', 'toujours', 'pressant', 'pas', 'seul', 'fruit', 'pour', 'apaiser']",dans cette atmosphère brûlante soif besoin chaque instant toujours pressant pas seul fruit pour apaiser,0,pour / dans / ces
746,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['édifices', 'œuvres', 'art', 'quelconque', 'intéressent', 'attestent', 'intelligence', 'nulle', 'part', 'vestiges', 'même', 'témoignent', 'civi']",édifices œuvres art quelconque intéressent attestent intelligence nulle part vestiges même témoignent civi,0,pour / dans / ces
747,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lisation', 'disparue', 'cependant', 'cette', 'existence', 'malgré', 'ses', 'vicissi', 'tudes', 'cause', 'même', 'périls', 'semée', 'exerce', 'attrait', 'puissant', 'sur', 'quelques', 'natures', 'jeunes', 'ardentes', 'avides', 'aventures', 'passionnées', 'pour', 'ces', 'courses', 'grand', 'air']",lisation disparue cependant cette existence malgré ses vicissi tudes cause même périls semée exerce attrait puissant sur quelques natures jeunes ardentes avides aventures passionnées pour ces courses grand air,4,sur / rive / pour
748,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['bien', 'plus', 'même', 'ses', 'apologistes']",bien plus même ses apologistes,5,ses / son / lui
749,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['pour', 'ces', 'derniers', 'paysage', 'brûlé', 'acquiert', 'charmes', 'incomparables', 'site', 'inculte', 'col']",pour ces derniers paysage brûlé acquiert charmes incomparables site inculte col,0,pour / dans / ces
750,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['line', 'rocheuse', 'érosion', 'sol', 'leur', 'arrachent', 'cris', 'admiration', 'pour', 'jeter', 'dans', 'extase', 'suffit', 'vue', 'bouquet', 'palmiers', 'groupe', 'arbres', 'auquel', 'leur', 'imagination', 'fantaisiste', 'attribue', 'aussitôt', 'proportions', 'forêt', 'vierge']",line rocheuse érosion sol leur arrachent cris admiration pour jeter dans extase suffit vue bouquet palmiers groupe arbres auquel leur imagination fantaisiste attribue aussitôt proportions forêt vierge,0,pour / dans / ces
751,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['nombre', 'ces', 'enthousiastes', 'rare', 'vrai', 'surtout', 'parmi', 'soldats']",nombre ces enthousiastes rare vrai surtout parmi soldats,0,pour / dans / ces
752,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['car', 'avec', 'émotion', 'quelquefois', 'avec', 'sentiment', 'regret', 'tristesse', 'chefs', 'disent', 'adieu', 'pays', 'pour', 'remplir', 'dignement', 'leur', 'mission', 'mettre', 'œuvre', 'toutes', 'ressources', 'leur', 'intelligence', 'déployer', 'toute', 'leur', 'énergie', 'soldat', 'rôle', 'pour', 'plus', 'obscur', 'pas', 'etre', 'moins', 'pénible', 'pas', 'etre', 'soutenu', 'par', 'cette', 'exaltation', 'donne', 'émulation', 'légi', 'time', 'ambition', 'pas', 'éprouvé', 'même', 'degré', 'ces', 'moments', 'inoubliables', 'satisfaction', 'réservés', 'commandement', 'emporte', 'cette', 'existence', 'souvenirs', 'amertume', 'douleur']",car avec émotion quelquefois avec sentiment regret tristesse chefs disent adieu pays pour remplir dignement leur mission mettre œuvre toutes ressources leur intelligence déployer toute leur énergie soldat rôle pour plus obscur pas etre moins pénible pas etre soutenu par cette exaltation donne émulation légi time ambition pas éprouvé même degré ces moments inoubliables satisfaction réservés commandement emporte cette existence souvenirs amertume douleur,3,dans / plus / soudan
753,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['chapitre', 'dans', 'premiers', 'jours', 'décembre', 'com', 'mandant', 'supérieur', 'fut', 'informé', 'caravanes', 'dirigeaient', 'par', 'ligne', 'nos', 'postes', 'bamakou', 'vers', 'kayes', 'vers', 'bakel', 'étaient', 'presque', 'exclusivementcomposées', 'captifs', 'plupart', 'provenaient', 'razzias', 'effectuées', 'par', 'samory', 'sur', 'pays', 'placés', 'sous', 'notre', 'protection']",chapitre dans premiers jours décembre com mandant supérieur fut informé caravanes dirigeaient par ligne nos postes bamakou vers kayes vers bakel étaient presque exclusivementcomposées captifs plupart provenaient razzias effectuées par samory sur pays placés sous notre protection,2,par / dans / leur
754,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['cette', 'caté', 'gorie', 'captifs', 'beaucoup', 'plus', 'malheu', 'reuse', 'celle', 'marchandise', 'échange', 'trafic', 'destinée', 'passer', 'main', 'main', 'traînée', 'marché', 'marché', 'forme', 'plus', 'affreuse', 'esclavage', 'cette', 'plaie', 'afrique']",cette caté gorie captifs beaucoup plus malheu reuse celle marchandise échange trafic destinée passer main main traînée marché marché forme plus affreuse esclavage cette plaie afrique,0,pour / dans / ces
755,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['rencontre', 'ces', 'caravanes', 'marchant', 'sur', 'lon', 'gues', 'files', 'composées', 'hommes', 'hâves', 'amaigris', 'épuisés', 'par', 'manque', 'nourriture', 'abrutis', 'par', 'coups', 'ployant', 'sous', 'leur', 'fardeau', 'femmes', 'infirmes', 'aux', 'jambes', 'grêles', 'couvertes', 'plaies', 'hideuses', 'obligées', 'appuyer', 'sur', 'longs', 'tons', 'pour', 'soutenir', 'dans', 'leur', 'marche', 'vieil', 'lards', 'tout', 'cassés', 'corps', 'courbé', 'par', 'fatigue']",rencontre ces caravanes marchant sur lon gues files composées hommes hâves amaigris épuisés par manque nourriture abrutis par coups ployant sous leur fardeau femmes infirmes aux jambes grêles couvertes plaies hideuses obligées appuyer sur longs tons pour soutenir dans leur marche vieil lards tout cassés corps courbé par fatigue,2,par / dans / leur
756,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['chaque', 'côté', 'caravane', 'sur', 'sentiers', 'parallèles', 'chemin', 'suivi', 'par', 'esclaves', 'fouet', 'lance', 'main', 'marchent', 'dioulas', 'frap', 'pant', 'coups', 'redoublés', 'sur', 'retardataires']",chaque côté caravane sur sentiers parallèles chemin suivi par esclaves fouet lance main marchent dioulas frap pant coups redoublés sur retardataires,4,sur / rive / pour
757,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['ces', 'misérables', 'tombe', 'épuisé', 'sur', 'route', 'moins', 'pour', 'abréger', 'ses', 'souffrances', 'pour', 'bien', 'montrer', 'aux', 'autres', 'point', 'salut', 'espérer', 'restant', 'arrière', 'coup', 'couteau', 'dioula', 'lui', 'coupe', 'gorge', 'abandonne', 'cadavre', 'aux', 'hyènes', 'aux', 'vautours']",ces misérables tombe épuisé sur route moins pour abréger ses souffrances pour bien montrer aux autres point salut espérer restant arrière coup couteau dioula lui coupe gorge abandonne cadavre aux hyènes aux vautours,5,ses / son / lui
758,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['dioulas', 'hâte', 'éloigner', 'ces', 'contrées', 'bords', 'niger', 'naguère', 'encore', 'ces', 'captifs', 'chassent', 'devant', 'eux', 'comme', 'vil', 'troupeau', 'vivaient', 'dans', 'douce', 'liberté', 'redoutent', 'dans', 'leur', 'désespoir', 'préférant', 'mort', 'aux', 'tortures', 'attendent', 'ces', 'derniers', 'tentent', 'briser', 'leurs', 'chaînes', 'pour', 'enfuir', 'vers', 'rives', 'regrettées']",dioulas hâte éloigner ces contrées bords niger naguère encore ces captifs chassent devant eux comme vil troupeau vivaient dans douce liberté redoutent dans leur désespoir préférant mort aux tortures attendent ces derniers tentent briser leurs chaînes pour enfuir vers rives regrettées,0,pour / dans / ces
759,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['aussi', 'pas', 'supplice', 'maître', 'barbare', 'invente', 'pour', 'réduire', 'pour', 'empêcher', 'évasions']",aussi pas supplice maître barbare invente pour réduire pour empêcher évasions,0,pour / dans / ces
760,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['pour', 'faire', 'exemple', 'brisera', 'coup', 'feu', 'tête', 'aux', 'plus', 'récalcitrants', 'bien', 'chargera', 'fers', 'entourera', 'leur', 'corps', 'mis', 'entièrement', 'branches', 'épines', 'moindre', 'mouvement', 'arracheront', 'aux', 'malheureux', 'cris', 'déchirants']",pour faire exemple brisera coup feu tête aux plus récalcitrants bien chargera fers entourera leur corps mis entièrement branches épines moindre mouvement arracheront aux malheureux cris déchirants,0,pour / dans / ces
761,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['arrivés', 'médine', 'bakel', 'dioulas', 'échan', 'gent', 'leurs', 'captifs', 'contre', 'armes', 'poudre', 'balles', 'barres', 'sel', 'puis', 'sous', 'protec', 'tion', 'notre', 'ligne', 'postes', 'rendent', 'nou', 'veau', 'chez', 'samory', 'approvisionnent', 'ainsi', 'marchandises', 'guerre']",arrivés médine bakel dioulas échan gent leurs captifs contre armes poudre balles barres sel puis sous protec tion notre ligne postes rendent nou veau chez samory approvisionnent ainsi marchandises guerre,0,pour / dans / ces
762,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['autrefois', 'dioulas', 'traversaient', 'nos', 'lignes', 'sans', 'inquiétés', 'rapportaient', 'samory', 'avaient', 'appris', 'tenaient', 'ainsi', 'courant', 'mouvements', 'nos', 'colonnes']",autrefois dioulas traversaient nos lignes sans inquiétés rapportaient samory avaient appris tenaient ainsi courant mouvements nos colonnes,0,pour / dans / ces
763,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['quant', 'donner', 'quelques', 'renseignements', 'sur', 'desseins', 'nos', 'ennemis', 'fallait', 'point', 'compter', 'occu', 'pant', 'commerce', 'répondaient', 'humblement', 'accordaient', 'aucune', 'attention', 'disait', 'faisait', 'autour', 'eux', 'dans', 'pays', 'tra', 'versaient']",quant donner quelques renseignements sur desseins nos ennemis fallait point compter occu pant commerce répondaient humblement accordaient aucune attention disait faisait autour eux dans pays tra versaient,4,sur / rive / pour
764,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['double', 'titre', 'point', 'vue', 'manité', 'pour', 'priver', 'samory', 'ses', 'moyens', 'plus', 'puissants', 'action', 'commandant', 'supé', 'rieur', 'donna', 'ordre', 'arrêter', 'caravanes', 'circuleraient', 'sur', 'ligne', 'nos', 'postes', 'portant', 'marchandises', 'guerre', 'autres', 'destination', 'samory', 'reviendraient', 'niger', 'ramenant', 'captifs', 'provenant', 'marchés', 'alimentés', 'par', 'conquérant', 'noir']",double titre point vue manité pour priver samory ses moyens plus puissants action commandant supé rieur donna ordre arrêter caravanes circuleraient sur ligne nos postes portant marchandises guerre autres destination samory reviendraient niger ramenant captifs provenant marchés alimentés par conquérant noir,4,sur / rive / pour
765,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['outre', 'pour', 'éviter', 'dioulas', 'habiles', 'éluder', 'conséquences', 'mesure', 'leur', 'porte', 'préjudice', 'prissent', 'voies', 'détournées', 'pour', 'continuer', 'commerce', 'chefs', 'villages', 'situés', 'dehors', 'cette', 'ligne', 'furent', 'prévenus', 'saisir', 'toute', 'caravane', 'trouverait', 'dans', 'ces', 'conditions', 'amener', 'poste', 'voisin']",outre pour éviter dioulas habiles éluder conséquences mesure leur porte préjudice prissent voies détournées pour continuer commerce chefs villages situés dehors cette ligne furent prévenus saisir toute caravane trouverait dans ces conditions amener poste voisin,0,pour / dans / ces
766,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['par', 'ces', 'moyens', 'plusieurs', 'centaines', 'esclaves', 'recouvrèrent', 'leur', 'liberté']",par ces moyens plusieurs centaines esclaves recouvrèrent leur liberté,2,par / dans / leur
767,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['fut', 'coup', 'terrible', 'pour', 'marchands', 'chair', 'humaine', 'comme', 'aussi', 'pour', 'armée', 'mory']",fut coup terrible pour marchands chair humaine comme aussi pour armée mory,0,pour / dans / ces
768,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['celui', 'effet', 'reçu', 'armes', 'poudre', 'sel', 'depuis', 'commencement', 'hiver', 'nage', 'tout', 'commerce', 'étant', 'interrompu', 'pendant', 'cette', 'saison', 'raison', 'impraticabilité', 'gués', 'fréquence', 'pluies']",celui effet reçu armes poudre sel depuis commencement hiver nage tout commerce étant interrompu pendant cette saison raison impraticabilité gués fréquence pluies,0,pour / dans / ces
769,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['attendait', 'avec', 'grande', 'impatience', 'arrivée', 'ces', 'pre', 'mières', 'caravanes', 'allaient', 'lui', 'donner', 'moyens', 'tenir', 'campagne', 'contre', 'colonne', 'française']",attendait avec grande impatience arrivée ces pre mières caravanes allaient lui donner moyens tenir campagne contre colonne française,5,ses / son / lui
770,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['pouvait', 'autre', 'part', 'espérer', 'recevoir', 'temps', 'gambie', 'anglaise', 'marchandises', 'besoin', 'car', 'cause', 'difficultés', 'considé', 'rables', 'présentent', 'certains', 'passages', 'cara', 'vanes', 'mettent', 'trois', 'quatre', 'mois', 'pour', 'effectuer', 'voyage']",pouvait autre part espérer recevoir temps gambie anglaise marchandises besoin car cause difficultés considé rables présentent certains passages cara vanes mettent trois quatre mois pour effectuer voyage,0,pour / dans / ces
771,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['aussi', 'quelle', 'sera', 'première', 'préoccu', 'pation', 'samory', 'vaincu', 'moment', 'appo', 'sera', 'signature', 'sur', 'traité', 'laissera', 'libres', 'possesseurs', 'rive', 'gauche', 'niger']",aussi quelle sera première préoccu pation samory vaincu moment appo sera signature sur traité laissera libres possesseurs rive gauche niger,4,sur / rive / pour
772,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['demandera', 'libre', 'pratique', 'commerce', 'moyens', 'procurer', 'chevaux', 'peu', 'poudre', 'sel', 'ses', 'armées', 'trouvaient', 'cette', 'époque', 'entièrement', 'dépourvues']",demandera libre pratique commerce moyens procurer chevaux peu poudre sel ses armées trouvaient cette époque entièrement dépourvues,5,ses / son / lui
773,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['date', 'décembre', 'colonne', 'trou', 'vait', 'tout', 'entière', 'échelonnée', 'diamou', 'kita']",date décembre colonne trou vait tout entière échelonnée diamou kita,0,pour / dans / ces
