sentence_id,source_file,tokens,text,matched_keywords,primary_keyword,cluster,cluster_label_auto
297,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['après', 'beaucoup', 'hésité', 'ahmadou', 'parvint', 'moyen', 'cadeaux', 'promesses', 'décider', 'quelques', 'uns', 'ses', 'plus', 'fidèles', 'soldats', 'emparer', 'secret', 'mahmadou', 'lamine', 'lui', 'ramener', 'prisonnier']",après beaucoup hésité ahmadou parvint moyen cadeaux promesses décider quelques uns ses plus fidèles soldats emparer secret mahmadou lamine lui ramener prisonnier,"['Mahmadou', 'Lamine', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
298,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['petite', 'troupe', 'partit', 'pour', 'salam']",petite troupe partit pour salam,[],,3,était / pour / lui
299,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['jour', 'heures', 'paraissaient', 'longues', 'sultan', 'impatient', 'tenir', 'son', 'ennemi', 'sous', 'dépendance', 'quand', 'vers', 'soir', 'haut', 'son', 'palais', 'son', 'attente', 'inquiète', 'conduit', 'ahmadou', 'aperçut', 'loin', 'ses', 'cavaliers', 'rentrant', 'débandade']",jour heures paraissaient longues sultan impatient tenir son ennemi sous dépendance quand vers soir haut son palais son attente inquiète conduit ahmadou aperçut loin ses cavaliers rentrant débandade,['Ahmadou'],Ahmadou,3,était / pour / lui
300,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['voici', 'dit', 'encore', 'légende', 'talibés', 'avaient', 'cerné', 'village', 'silence', 'solitude', 'régnaient', 'partout']",voici dit encore légende talibés avaient cerné village silence solitude régnaient partout,[],,2,dans / ces / leur
301,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['saisis', 'effroi', 'talibés', 'étaient', 'enfuis', 'confiant', 'leur', 'salut', 'rapidité', 'leurs', 'coursiers', 'affolés', 'eux', 'mêmes', 'ramenèrent', 'bride', 'abattue', 'vers', 'capitale']",saisis effroi talibés étaient enfuis confiant leur salut rapidité leurs coursiers affolés eux mêmes ramenèrent bride abattue vers capitale,[],,2,dans / ces / leur
302,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['sultan', 'après', 'entendu', 'récit', 'fantas', 'tique', 'déclara', 'pas', 'croire', 'fit', 'honte', 'ses', 'talibés', 'leur', 'poltronnerie', 'leur', 'ordonna', 'retourner', 'salam', 'prévenant', 'conduirait', 'lui', 'même']",sultan après entendu récit fantas tique déclara pas croire fit honte ses talibés leur poltronnerie leur ordonna retourner salam prévenant conduirait lui même,[],,2,dans / ces / leur
303,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lendemain', 'ahmadou', 'partit', 'effet', 'tète', 'quelques', 'cavaliers']",lendemain ahmadou partit effet tète quelques cavaliers,['Ahmadou'],Ahmadou,3,était / pour / lui
304,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['arrivant', 'près', 'village', 'arrêta', 'son', 'escorte', 'mit', 'pied', 'terre', 'avança', 'seul', 'vers', 'demeure', 'marabout']",arrivant près village arrêta son escorte mit pied terre avança seul vers demeure marabout,[],,2,dans / ces / leur
305,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['comme', 'préparait', 'franchir', 'enceinte', 'huit', 'monstres', 'veille', 'dressèrent', 'encore', 'devant', 'lui', 'pour', 'lui', 'barrer', 'passage']",comme préparait franchir enceinte huit monstres veille dressèrent encore devant lui pour lui barrer passage,[],,3,était / pour / lui
306,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lamine', 'apparut', 'alors', 'adressant', 'sultan', 'fils', 'hadj', 'omar', 'lui', 'dit', 'renié', 'foi']",lamine apparut alors adressant sultan fils hadj omar lui dit renié foi,"['Lamine', 'Hadj']",Lamine,5,par / plus / hadj
307,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['nom', 'ton', 'père', 'adjure', 'rentrer', 'dans', 'ton', 'palais']",nom ton père adjure rentrer dans ton palais,[],,2,dans / ces / leur
308,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['ahmadou', 'pouvant', 'compter', 'sur', 'ses', 'talibés', 'effrayés', 'voulant', 'pas', 'rester', 'merci', 'son', 'ennemi', 'remonta', 'cheval', 'reprit', 'chemin', 'ségou']",ahmadou pouvant compter sur ses talibés effrayés voulant pas rester merci son ennemi remonta cheval reprit chemin ségou,['Ahmadou'],Ahmadou,3,était / pour / lui
309,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['quelques', 'jours', 'passèrent', 'pendant', 'lesquels', 'fut', 'question', 'dans', 'ville', 'nouveau', 'pro', 'dige', 'salam']",quelques jours passèrent pendant lesquels fut question dans ville nouveau pro dige salam,[],,2,dans / ces / leur
310,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['ayant', 'réussir', 'rendre', 'maître', 'lamine', 'par', 'force', 'ahmadou', 'essaya', 'débarrasser', 'par', 'ruse']",ayant réussir rendre maître lamine par force ahmadou essaya débarrasser par ruse,"['Lamine', 'Ahmadou']",Lamine,5,par / plus / hadj
311,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['chargea', 'son', 'plus', 'habile', 'griot', 'aller', 'porter', 'marabout', 'présents', 'parmi', 'lesquels', 'glissa', 'gourou', 'empoisonné']",chargea son plus habile griot aller porter marabout présents parmi lesquels glissa gourou empoisonné,[],,5,par / plus / hadj
312,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['gourou', 'colas', 'noix', 'suc', 'amer', 'provenant', 'ouassoulou', 'rivières', 'sud', 'indigènes', 'soudan', 'savourent', 'avec', 'délices']",gourou colas noix suc amer provenant ouassoulou rivières sud indigènes soudan savourent avec délices,[],,0,avec / lui / ses
313,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['avons', 'remarqué', 'aussi', 'pour', 'effet', 'faire', 'trouver', 'eau', 'plus', 'mauvaise', 'agréable', 'goût', 'conçoit', 'cette', 'propriété', 'rende', 'précieuse', 'aux', 'habitants', 'afrique', 'font', 'reste', 'grande', 'consommation', 'reculent', 'devant', 'aucun', 'sacrifice', 'pour', 'procurer']",avons remarqué aussi pour effet faire trouver eau plus mauvaise agréable goût conçoit cette propriété rende précieuse aux habitants afrique font reste grande consommation reculent devant aucun sacrifice pour procurer,[],,3,était / pour / lui
314,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['ces', 'noix', 'entrent', 'pour', 'large', 'part', 'dans', 'deaux', 'font', 'entre', 'eux', 'princes', 'gens', 'distinction']",ces noix entrent pour large part dans deaux font entre eux princes gens distinction,[],,2,dans / ces / leur
315,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['griot', 'ahmadou', 'acquitta', 'avec', 'toute', 'ruse', 'était', 'capable', 'mission', 'délicate', 'lui', 'etre', 'confiée']",griot ahmadou acquitta avec toute ruse était capable mission délicate lui etre confiée,['Ahmadou'],Ahmadou,0,avec / lui / ses
316,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['présenta', 'excuses', 'son', 'maître', 'envoyé', 'allah', 'lui', 'fit', 'belles', 'pro', 'messes', 'puis', 'tira', 'poche', 'gourou', 'empoi', 'sonné', 'sultan', 'choisi', 'parmi', 'plus', 'beaux']",présenta excuses son maître envoyé allah lui fit belles pro messes puis tira poche gourou empoi sonné sultan choisi parmi plus beaux,[],,5,par / plus / hadj
317,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lamine', 'prit', 'remercia', 'griot', 'renvoya', 'avec', 'présents']",lamine prit remercia griot renvoya avec présents,['Lamine'],Lamine,0,avec / lui / ses
318,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['arrivant', 'palais', 'pour', 'rendre', 'compte', 'réussite', 'inespérée', 'marche', 'griot', 'put', 'retenir', 'exclamation', 'surprise', 'dépit', 'respect', 'sultan', 'car', 'étiquette', 'sévère', 'même', 'cour', 'ségou', 'recula', 'plusieurs', 'pas', 'laissant', 'voir', 'sur', 'physionomie', 'pression', 'terreur', 'moins', 'dissimulée']",arrivant palais pour rendre compte réussite inespérée marche griot put retenir exclamation surprise dépit respect sultan car étiquette sévère même cour ségou recula plusieurs pas laissant voir sur physionomie pression terreur moins dissimulée,[],,3,était / pour / lui
319,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['venait', 'apercevoir', 'sur', 'natte', 'royale', 'aux', 'pieds', 'mêmes', 'sultan', 'noix', 'perfide', 'croyait', 'déjà', 'effet', 'produit']",venait apercevoir sur natte royale aux pieds mêmes sultan noix perfide croyait déjà effet produit,[],,3,était / pour / lui
320,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['ahmadou', 'composant', 'son', 'visage', 'pour', 'pas', 'trahir', 'son', 'étonnement', 'saisit', 'noix', 'remit', 'griot', 'lui', 'disant', 'ton', 'sévère', 'puisque', 'crois', 'gourou', 'chargé', 'remettre', 'marabout', 'prends', 'porte', 'lui']",ahmadou composant son visage pour pas trahir son étonnement saisit noix remit griot lui disant ton sévère puisque crois gourou chargé remettre marabout prends porte lui,['Ahmadou'],Ahmadou,3,était / pour / lui
321,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['ordre', 'était', 'formel', 'exécution', 'pouvait', 'différée']",ordre était formel exécution pouvait différée,[],,3,était / pour / lui
322,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['malgré', 'frayeur', 'emparée', 'lui', 'griot', 'part', 'sans', 'réplique', 'reprend', 'che', 'min', 'salam']",malgré frayeur emparée lui griot part sans réplique reprend che min salam,[],,3,était / pour / lui
323,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['inquiet', 'idée', 'lui', 'vient', 'chercher', 'gourou', 'placé', 'dans', 'poche', 'son', 'vêtement', 'vain', 'sonde', 'profondeurs', 'noix', 'magique', 'disparu']",inquiet idée lui vient chercher gourou placé dans poche son vêtement vain sonde profondeurs noix magique disparu,[],,2,dans / ces / leur
324,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['proie', 'plus', 'grande', 'perplexité', 'jette', 'face', 'contre', 'terre', 'implorant', 'allah', 'conjurer', 'colère', 'son', 'maître', 'puis', 'désespéré', 'retourne', 'ségou', 'tremblant', 'vient', 'prosterner', 'devant', 'sultan', 'peine', 'mis', 'genou', 'terre', 'gourou', 'magique', 'reparaît', 'même', 'place', 'première', 'fois']",proie plus grande perplexité jette face contre terre implorant allah conjurer colère son maître puis désespéré retourne ségou tremblant vient prosterner devant sultan peine mis genou terre gourou magique reparaît même place première fois,[],,5,par / plus / hadj
325,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['était', 'trop', 'malheureux', 'griot', 'épouvanté', 'prit', 'fuite', 'ahmadou', 'fut', 'obligé', 'renoncer', 'son', 'projet']",était trop malheureux griot épouvanté prit fuite ahmadou fut obligé renoncer son projet,['Ahmadou'],Ahmadou,3,était / pour / lui
326,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['récit', 'ces', 'exploits', 'merveilleux', 'était', 'colporté', 'dans', 'toute', 'sénégambie', 'par', 'fidèles', 'lamine', 'tous', 'affirmaient', 'avec', 'assurance', 'imperturbable', 'avaient', 'etre', 'témoins']",récit ces exploits merveilleux était colporté dans toute sénégambie par fidèles lamine tous affirmaient avec assurance imperturbable avaient etre témoins,['Lamine'],Lamine,2,dans / ces / leur
327,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['leurs', 'auditeurs', 'écoutaient', 'avec', 'recueillement', 'ajoutaient', 'foi', 'entière']",leurs auditeurs écoutaient avec recueillement ajoutaient foi entière,[],,0,avec / lui / ses
328,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['sait', 'reste', 'combien', 'grandes', 'naïveté', 'crédulité', 'ces', 'populations', 'soudan']",sait reste combien grandes naïveté crédulité ces populations soudan,[],,2,dans / ces / leur
329,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['noirs', 'croient', 'général', 'métempsycose', 'leur', 'croyance', 'diffère', 'toutefois', 'sur', 'point', 'important', 'doctrine', 'etre', 'léguée', 'par', 'tradition', 'effet', 'lieu', 'admettre', 'migrations', 'successives', 'âme', 'dans', 'divers', 'êtres', 'création', 'noirs', 'pensent', 'membres', 'même', 'famille', 'tous', 'fatalement', 'voués', 'prendre', 'après', 'leur', 'mort', 'forme', 'animal', 'déterminé', 'ainsi', 'tous', 'membres', 'famille', 'deviendront', 'pan', 'thères', 'membres', 'autre', 'pintades', 'etc']",noirs croient général métempsycose leur croyance diffère toutefois sur point important doctrine etre léguée par tradition effet lieu admettre migrations successives âme dans divers êtres création noirs pensent membres même famille tous fatalement voués prendre après leur mort forme animal déterminé ainsi tous membres famille deviendront pan thères membres autre pintades etc,[],,2,dans / ces / leur
330,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['part', 'noir', 'grand', 'respect', 'envers', 'tel', 'animal', 'avec', 'lequel', 'croit', 'lié', 'par', 'liens', 'parenté', 'même', 'temps', 'sentiment', 'terreur', 'superstitieuse', 'sur', 'ces', 'entrefaites', 'ahmadou', 'résolu', 'commencer', 'campagne', 'kaarta', 'prit', 'ses', 'dis', 'positions', 'pour', 'prochain', 'départ']",part noir grand respect envers tel animal avec lequel croit lié par liens parenté même temps sentiment terreur superstitieuse sur ces entrefaites ahmadou résolu commencer campagne kaarta prit ses dis positions pour prochain départ,['Ahmadou'],Ahmadou,0,avec / lui / ses
331,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['avant', 'quitter', 'égard', 'tel', 'autre', 'animal', 'dans', 'espèce', 'duquel', 'incarnés', 'membres', 'famille', 'comprend', 'ses', 'ennemis', 'soit', 'personnels', 'soit', 'héréditaires']",avant quitter égard tel autre animal dans espèce duquel incarnés membres famille comprend ses ennemis soit personnels soit héréditaires,[],,3,était / pour / lui
332,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['habitants', 'certains', 'villages', 'riverains', 'sénégal', 'feraient', 'mauvais', 'parti', 'celui', 'européen', 'indigène', 'tuerait', 'caïman', 'dans', 'environs', 'village', 'car', 'disent', 'meurtre', 'leurs', 'ancêtres', 'attirerait', 'sur', 'leurs', 'têtes', 'colère', 'céleste']",habitants certains villages riverains sénégal feraient mauvais parti celui européen indigène tuerait caïman dans environs village car disent meurtre leurs ancêtres attirerait sur leurs têtes colère céleste,[],,2,dans / ces / leur
333,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['autre', 'histoire', 'affaires', 'nuit', 'répond', 'prenant', 'air', 'mystérieux', 'dugé', 'convaincu', 'lui', 'même', 'ses', 'métamorphoses']",autre histoire affaires nuit répond prenant air mystérieux dugé convaincu lui même ses métamorphoses,[],,3,était / pour / lui
334,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['citerons', 'dans', 'même', 'ordre', 'idées', 'autre', 'fait', 'tous', 'ceux', 'vécu', 'sénégal', 'occasion', 'observer']",citerons dans même ordre idées autre fait tous ceux vécu sénégal occasion observer,[],,2,dans / ces / leur
335,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['croyance', 'répandue', 'dans', 'toute', 'séné', 'ségou', 'sultan', 'fit', 'présents', 'lamine', 'lui', 'pro', 'mit', 'large', 'part', 'butin', 'devait', 'rapporter']",croyance répandue dans toute séné ségou sultan fit présents lamine lui pro mit large part butin devait rapporter,['Lamine'],Lamine,3,était / pour / lui
336,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['mad', 'hani', 'tils', 'ahmadou', 'fut', 'investi', 'pouvoir', 'gambie', 'noir', 'terrassé', 'par', 'lion', 'parvient', 'tirer', 'sain', 'sauf', 'cette', 'aventure', 'fois', 'retour', 'milieu', 'siens', 'acquiert', 'instincts', 'sanguinaires', 'bête', 'tenu', 'instant', 'dans', 'ses', 'griffes']",mad hani tils ahmadou fut investi pouvoir gambie noir terrassé par lion parvient tirer sain sauf cette aventure fois retour milieu siens acquiert instincts sanguinaires bête tenu instant dans ses griffes,['Ahmadou'],Ahmadou,3,était / pour / lui
337,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lorsque', 'bruit', 'court', 'dans', 'village', 'homme', 'lion', 'sïmb', 'trouve', 'sous', 'coup', 'ses', 'crises', 'foule', 'rassemble', 'toutes', 'parts', 'griots', 'accourent', 'avec', 'leurs', 'tam', 'tams', 'sur', 'lesquels', 'frappent', 'avec', 'rage', 'négresses', 'battent', 'mains', 'chantent', 'avec', 'frénésie']",lorsque bruit court dans village homme lion sïmb trouve sous coup ses crises foule rassemble toutes parts griots accourent avec leurs tam tams sur lesquels frappent avec rage négresses battent mains chantent avec frénésie,[],,0,avec / lui / ses
338,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['sïmb', 'iden', 'tifiant', 'ses', 'actes', 'avec', 'ceux', 'lion', 'élance', 'rapide', 'sur', 'foule', 'arrête', 'couche', 'guette', 'puis', 'bondit', 'pour', 'saisir', 'proie']",sïmb iden tifiant ses actes avec ceux lion élance rapide sur foule arrête couche guette puis bondit pour saisir proie,[],,0,avec / lui / ses
339,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['figure', 'présente', 'alors', 'aspect', 'repoussant', 'horrible', 'ses', 'traits', 'convulsés', 'langue', 'desséchée', 'sort', 'bouche', 'pendante']",figure présente alors aspect repoussant horrible ses traits convulsés langue desséchée sort bouche pendante,[],,3,était / pour / lui
340,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['gare', 'tombe', 'sous', 'main', 'femme', 'doit', 'prêter', 'toutes', 'caresses', 'animal', 'homme', 'malheureux', 'roué', 'coups', 'jusqu', 'le_marabout', 'intervienne', 'lui', 'ordon', 'nant', 'reprendre', 'nature', 'homme', 'lui', 'arrache', 'vic', 'time']",gare tombe sous main femme doit prêter toutes caresses animal homme malheureux roué coups jusqu le_marabout intervienne lui ordon nant reprendre nature homme lui arrache vic time,['le marabout'],le marabout,3,était / pour / lui
341,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['état', 'ces', 'convulsionnaires', 'souvent', 'mrmo', 'jamais', 'fauve', 'mettent', 'ainsi', 'action', 'féro', 'cité', 'rôle', 'joué', 'par', 'marabout', 'par', 'son', 'interven', 'tion', 'augmente', 'apaise', 'délire', 'sujet', 'change', 'volonté', 'nature', 'individu', 'font', 'présumer', 'sommes', 'présence', 'scènes', 'présentant', 'mélange', 'sorcellerie', 'hypnotisme', 'disons', 'mot', 'actes', 'provoqués', 'par', 'suggestion']",état ces convulsionnaires souvent mrmo jamais fauve mettent ainsi action féro cité rôle joué par marabout par son interven tion augmente apaise délire sujet change volonté nature individu font présumer sommes présence scènes présentant mélange sorcellerie hypnotisme disons mot actes provoqués par suggestion,[],,5,par / plus / hadj
342,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['marabouts', 'pas', 'effet', 'fois', 'prêtres', 'religion', 'mahomet', 'sorciers', 'magiciens', 'afrique']",marabouts pas effet fois prêtres religion mahomet sorciers magiciens afrique,[],,3,était / pour / lui
343,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['spahi', 'indigène', 'refusait', 'toute', 'nourriture']",spahi indigène refusait toute nourriture,[],,3,était / pour / lui
344,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['souverain', 'reçut', 'sceptre', 'commandement', 'mains', 'son', 'père', 'moment', 'celui', 'par', 'tait', 'tête', 'ses', 'armées']",souverain reçut sceptre commandement mains son père moment celui par tait tête ses armées,[],,5,par / plus / hadj
345,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['jeune', 'prince', 'etre', 'élevé', 'dans', 'principes', 'religion', 'coran', 'grand', 'respect', 'pour', 'le_marabout', 'salam', 'lui', 'accorda', 'bientôt', 'liberté']",jeune prince etre élevé dans principes religion coran grand respect pour le_marabout salam lui accorda bientôt liberté,['le marabout'],le marabout,2,dans / ces / leur
346,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['depuis', 'plusieurs', 'années', 'prisonnier', 'ahmadou', 'hadj', 'lamine', 'temps', 'mûrir', 'ses', 'projets', 'conquête', 'poursuivait', 'sans', 'relâche', 'son', 'idée', 'substitution', 'empire', 'sarrakholais', 'empire', 'toucouleur']",depuis plusieurs années prisonnier ahmadou hadj lamine temps mûrir ses projets conquête poursuivait sans relâche son idée substitution empire sarrakholais empire toucouleur,"['Lamine', 'Hadj', 'Ahmadou']",Lamine,5,par / plus / hadj
347,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['pour', 'arriver', 'son', 'but', 'besoin', 'faire', 'connaître', 'ses', 'qualités', 'guer', 'rières', 'était', 'pas', 'dans', 'pays', 'bambaras', 'comptait', 'recruter', 'ses', 'partisans']",pour arriver son but besoin faire connaître ses qualités guer rières était pas dans pays bambaras comptait recruter ses partisans,[],,3,était / pour / lui
348,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['quitta', 'ségou', 'dans', 'courant', 'année', 'frappé', 'cette', 'maladie', 'dite', 'maladie', 'sommeilqui', 'dans', 'quelques', 'contrées', 'sénégal', 'empare', 'certains', 'indi', 'vidus', 'consume', 'lentement', 'leurs', 'forces', 'fait', 'mourir', 'inanition', 'répondait', 'invariablement', 'toutes', 'ques', 'tions', 'lui', 'étaient', 'adressées', 'le_marabout', 'samba', 'jeté', 'sort', 'seul', 'peut', 'ordonner', 'manger', 'par', 'suite', 'empêcher', 'mourir']",quitta ségou dans courant année frappé cette maladie dite maladie sommeilqui dans quelques contrées sénégal empare certains indi vidus consume lentement leurs forces fait mourir inanition répondait invariablement toutes ques tions lui étaient adressées le_marabout samba jeté sort seul peut ordonner manger par suite empêcher mourir,['le marabout'],le marabout,2,dans / ces / leur
349,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['attribuait', 'même', 'marabout', 'mort', 'indigène', 'quelque', 'temps', 'auparavant', 'succombé', 'dans', 'circonstances', 'analogues']",attribuait même marabout mort indigène quelque temps auparavant succombé dans circonstances analogues,[],,2,dans / ces / leur
350,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['le_marabout', 'bien', 'niât', 'posséder', 'pareil', 'pouvoir', 'cédant', 'enfin', 'aux', 'menaces', 'quelques', 'européens', 'chefs', 'spahi', 'fut', 'mis', 'présence', 'dernier', 'soumit', 'sorte', 'exorcisme']",le_marabout bien niât posséder pareil pouvoir cédant enfin aux menaces quelques européens chefs spahi fut mis présence dernier soumit sorte exorcisme,['le marabout'],le marabout,3,était / pour / lui
351,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['suggestion', 'suggestion', 'cessa', 'car', 'charme', 'fut', 'rompu', 'spahi', 'guérit']",suggestion suggestion cessa car charme fut rompu spahi guérit,[],,3,était / pour / lui
352,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['traversa', 'niger', 'arrêta', 'nyamina', 'marché', 'important', 'kilomètres', 'nord', 'bamakou']",traversa niger arrêta nyamina marché important kilomètres nord bamakou,[],,3,était / pour / lui
353,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['route', 'rencontra', 'députation', 'venue', 'toubacoura', 'pour', 'lui', 'demander', 'faire', 'levée', 'boucliers', 'dans', 'bélédougou', 'prêcher', 'guerre', 'contre', 'ahmadou']",route rencontra députation venue toubacoura pour lui demander faire levée boucliers dans bélédougou prêcher guerre contre ahmadou,['Ahmadou'],Ahmadou,3,était / pour / lui
354,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['lamine', 'déclina', 'honneur', 'commandement', 'lui', 'était', 'offert', 'disant', 'temps', 'était', 'pas', 'venu']",lamine déclina honneur commandement lui était offert disant temps était pas venu,['Lamine'],Lamine,3,était / pour / lui
355,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['rendit', 'ensuite', 'makou', 'dirigea', 'par', 'ligne', 'nos', 'postes', 'surmédine']",rendit ensuite makou dirigea par ligne nos postes surmédine,[],,5,par / plus / hadj
356,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['mois', 'juillet', 'lamine', 'arriva', 'dine', 'puis', 'établit', 'avec', 'famille', 'goundiourou', 'son', 'pays', 'natal']",mois juillet lamine arriva dine puis établit avec famille goundiourou son pays natal,['Lamine'],Lamine,1,lamine / mahmadou lamine / mahmadou
357,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['notre', 'vieil', 'allié', 'sambala', 'roi', 'médine', 'était', 'relations', 'suivies', 'avec', 'lui', 'toutes', 'fois', 'commandant', 'supérieur', 'attirait', 'son', 'attention', 'sur', 'projets', 'prêtait', 'lamine', 'sambala', 'por', 'tait', 'garant', 'soumission', 'intentions', 'paci', 'fiques', 'son', 'hôte']",notre vieil allié sambala roi médine était relations suivies avec lui toutes fois commandant supérieur attirait son attention sur projets prêtait lamine sambala por tait garant soumission intentions paci fiques son hôte,['Lamine'],Lamine,0,avec / lui / ses
358,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['mois', 'septembre', 'même', 'année', 'gou', 'verneur', 'sénégal', 'vint', 'kayes']",mois septembre même année gou verneur sénégal vint kayes,[],,3,était / pour / lui
359,Campagne_dans_le_Haut-Sénégal_et_[...]Frey_Henri_bpt6k6550198v.txt,"['colonne', 'était', 'concentrée', 'proximité', 'poste', 'eût', 'etre', 'très', 'facile', 'emparer', 'lamine', 'aucun', 'acte', 'dans', 'conduite', 'légitimait', 'cette', 'mesure', 'violence']",colonne était concentrée proximité poste eût etre très facile emparer lamine aucun acte dans conduite légitimait cette mesure violence,['Lamine'],Lamine,3,était / pour / lui
